alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
volume + sharesout,2012-2017,907,2000,-36.2K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
volume - sharesout,2012,889,2020,293K,0.53,0.24,3.48%,2.24%,16.52%,4.18bpm
volume - sharesout,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.03%,16.57%,-2.66bpm
volume - sharesout,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
volume - sharesout,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
volume - sharesout,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.92%,3.55bpm
volume - sharesout,2017,920,1992,151K,3.85,4.11,18.14%,0.45%,15.93%,22.60bpm
volume - sharesout,2012-2017,907,2000,-36.0K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
volume * sharesout,2012,650,2258,821K,1.24,1.17,9.76%,1.68%,11.03%,17.57bpm
volume * sharesout,2013,658,2261,-525K,-0.80,-0.56,-5.25%,3.57%,10.61%,-9.82bpm
volume * sharesout,2014,669,2243,288K,0.36,0.18,2.88%,3.47%,10.89%,5.24bpm
volume * sharesout,2015,672,2223,541K,0.78,0.56,5.41%,2.16%,10.52%,10.20bpm
volume * sharesout,2016,669,2234,338K,0.50,0.28,3.38%,2.75%,10.51%,6.38bpm
volume * sharesout,2017,671,2240,72.5K,1.33,1.23,8.70%,0.45%,10.18%,16.96bpm
volume * sharesout,2012-2017,664,2243,1.53M,0.43,0.23,3.12%,5.22%,10.69%,5.78bpm
sharesout/volume,2012,900,2008,-115K,-0.21,-0.05,-1.37%,3.42%,22.96%,-1.18bpm
sharesout/volume,2013,940,1978,-1.31M,-2.23,-1.75,-13.06%,7.27%,21.04%,-12.32bpm
sharesout/volume,2014,991,1921,-619K,-0.89,-0.52,-6.19%,3.82%,18.27%,-6.72bpm
sharesout/volume,2015,983,1912,925K,1.44,1.01,9.25%,2.19%,18.79%,9.77bpm
sharesout/volume,2016,973,1929,-1.39M,-1.71,-1.48,-13.86%,9.73%,18.49%,-14.87bpm
sharesout/volume,2017,991,1921,-49.7K,-0.75,-0.44,-5.96%,0.58%,17.20%,-6.87bpm
sharesout/volume,2012-2017,960,1947,-2.55M,-0.76,-0.39,-5.18%,14.15%,19.77%,-5.20bpm
volume/sharesout,2012,1128,1781,-1.16M,-1.46,-1.00,-13.80%,7.92%,29.06%,-9.42bpm
volume/sharesout,2013,1125,1793,111K,0.14,0.03,1.11%,3.38%,29.52%,0.74bpm
volume/sharesout,2014,1122,1790,-948K,-0.67,-0.38,-9.48%,9.50%,29.56%,-6.36bpm
volume/sharesout,2015,1141,1754,-1.15M,-1.17,-0.72,-11.47%,9.57%,30.64%,-7.43bpm
volume/sharesout,2016,1132,1770,114K,0.11,0.02,1.14%,3.83%,29.05%,0.78bpm
volume/sharesout,2017,1137,1774,166K,3.10,2.55,19.87%,0.42%,29.36%,13.43bpm
volume/sharesout,2012-2017,1130,1778,-2.87M,-0.55,-0.25,-5.82%,19.09%,29.58%,-3.90bpm
volume + cap,2012,889,2019,293K,0.53,0.24,3.48%,2.23%,16.47%,4.20bpm
volume + cap,2013,907,2012,-230K,-0.44,-0.16,-2.30%,3.05%,16.51%,-2.76bpm
volume + cap,2014,921,1991,-214K,-0.25,-0.09,-2.14%,4.76%,17.06%,-2.49bpm
volume + cap,2015,913,1981,-317K,-0.51,-0.23,-3.17%,3.29%,16.48%,-3.82bpm
volume + cap,2016,904,1999,278K,0.41,0.17,2.78%,2.77%,15.84%,3.48bpm
volume + cap,2017,920,1991,150K,3.81,4.07,18.03%,0.45%,15.84%,22.59bpm
volume + cap,2012-2017,907,2000,-39.0K,-0.01,0.00,-0.08%,6.77%,16.46%,-0.10bpm
volume - cap,2012,888,2020,292K,0.53,0.24,3.47%,2.26%,16.57%,4.16bpm
volume - cap,2013,906,2013,-215K,-0.41,-0.15,-2.15%,3.02%,16.63%,-2.56bpm
volume - cap,2014,921,1992,-220K,-0.26,-0.09,-2.20%,4.78%,17.22%,-2.53bpm
volume - cap,2015,912,1982,-334K,-0.54,-0.24,-3.34%,3.36%,16.63%,-3.99bpm
volume - cap,2016,903,1999,292K,0.43,0.18,2.92%,2.76%,15.99%,3.62bpm
volume - cap,2017,919,1992,152K,3.89,4.16,18.26%,0.45%,16.02%,22.62bpm
volume - cap,2012-2017,907,2001,-33.0K,-0.01,0.00,-0.07%,6.86%,16.60%,-0.08bpm
volume * cap,2012,649,2259,438K,0.70,0.50,5.20%,3.60%,10.21%,10.11bpm
volume * cap,2013,652,2267,-785K,-1.17,-1.06,-7.85%,4.64%,9.57%,-16.28bpm
volume * cap,2014,662,2251,641K,0.72,0.59,6.41%,3.01%,9.55%,13.32bpm
volume * cap,2015,665,2230,752K,0.85,0.77,7.52%,2.74%,9.23%,16.17bpm
volume * cap,2016,666,2236,-217K,-0.21,-0.10,-2.17%,7.63%,8.93%,-4.83bpm
volume * cap,2017,674,2237,-65.6K,-1.02,-0.94,-7.88%,0.66%,9.21%,-16.96bpm
volume * cap,2012-2017,659,2248,762K,0.18,0.07,1.55%,9.43%,9.47%,3.24bpm
cap/volume,2012,887,2021,185K,0.32,0.11,2.19%,3.34%,19.72%,2.21bpm
cap/volume,2013,905,2013,-1.35M,-2.12,-1.84,-13.51%,6.72%,17.99%,-14.90bpm
cap/volume,2014,945,1968,-200K,-0.28,-0.10,-2.00%,2.54%,16.11%,-2.46bpm
cap/volume,2015,937,1958,876K,1.34,0.97,8.76%,2.00%,16.81%,10.34bpm
cap/volume,2016,933,1970,-1.27M,-1.50,-1.34,-12.68%,10.60%,16.04%,-15.68bpm
cap/volume,2017,935,1976,-102K,-1.89,-1.69,-12.18%,0.43%,15.12%,-15.99bpm
cap/volume,2012-2017,923,1985,-1.86M,-0.53,-0.25,-3.78%,12.10%,17.22%,-4.35bpm
volume/cap,2012,947,1961,-1.03M,-0.74,-0.52,-12.24%,14.47%,24.81%,-9.79bpm
volume/cap,2013,936,1983,-95.6K,-0.08,-0.02,-0.96%,7.82%,23.95%,-0.79bpm
volume/cap,2014,932,1981,-1.69M,-0.76,-0.64,-16.95%,20.26%,23.51%,-14.30bpm
volume/cap,2015,935,1960,-1.39M,-0.73,-0.56,-13.87%,11.69%,23.63%,-11.65bpm
volume/cap,2016,933,1969,1.20M,0.50,0.36,11.99%,12.41%,22.67%,10.50bpm
volume/cap,2017,919,1992,18.6K,0.19,0.06,2.23%,1.60%,21.94%,2.02bpm
volume/cap,2012-2017,936,1971,-2.99M,-0.31,-0.16,-6.07%,29.95%,23.65%,-5.09bpm
volume + split,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
volume + split,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
volume + split,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
volume + split,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
volume + split,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
volume + split,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
volume + split,2012-2017,907,2000,-36.7K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
volume - split,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
volume - split,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
volume - split,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
volume - split,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
volume - split,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
volume - split,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
volume - split,2012-2017,907,2000,-36.7K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
volume * split,2012,889,2020,291K,0.53,0.24,3.46%,2.25%,16.52%,4.16bpm
volume * split,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.03%,16.57%,-2.66bpm
volume * split,2014,921,1992,-233K,-0.27,-0.10,-2.33%,4.77%,17.21%,-2.69bpm
volume * split,2015,913,1982,-336K,-0.54,-0.25,-3.36%,3.37%,16.58%,-4.02bpm
volume * split,2016,903,1999,286K,0.42,0.18,2.86%,2.77%,15.92%,3.56bpm
volume * split,2017,920,1991,151K,3.86,4.12,18.16%,0.45%,15.93%,22.61bpm
volume * split,2012-2017,907,2000,-63.2K,-0.02,0.00,-0.13%,6.86%,16.55%,-0.15bpm
split/volume,2012,857,2051,-639K,-1.17,-0.65,-7.59%,5.14%,24.99%,-6.03bpm
split/volume,2013,889,2029,-618K,-1.23,-0.64,-6.18%,4.38%,22.40%,-5.47bpm
split/volume,2014,926,1986,-213K,-0.44,-0.15,-2.13%,3.15%,18.64%,-2.26bpm
split/volume,2015,915,1980,-318K,-0.53,-0.21,-3.18%,2.91%,20.10%,-3.14bpm
split/volume,2016,904,1998,100K,0.14,0.03,1.00%,3.74%,19.49%,1.02bpm
split/volume,2017,908,2003,-445K,-11.85,-19.81,-53.45%,2.14%,19.14%,-55.41bpm
split/volume,2012-2017,900,2007,-2.13M,-0.73,-0.33,-4.33%,12.37%,20.97%,-4.10bpm
volume/split,2012,889,2020,292K,0.53,0.24,3.48%,2.25%,16.52%,4.17bpm
volume/split,2013,906,2012,-218K,-0.42,-0.15,-2.18%,3.03%,16.57%,-2.61bpm
volume/split,2014,921,1992,-215K,-0.25,-0.09,-2.15%,4.77%,17.14%,-2.49bpm
volume/split,2015,913,1982,-331K,-0.54,-0.24,-3.31%,3.35%,16.57%,-3.97bpm
volume/split,2016,903,1999,284K,0.42,0.18,2.84%,2.75%,15.92%,3.54bpm
volume/split,2017,919,1992,151K,3.84,4.09,18.10%,0.45%,15.94%,22.54bpm
volume/split,2012-2017,907,2000,-37.5K,-0.01,0.00,-0.08%,6.85%,16.53%,-0.09bpm
volume + dividend,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
volume + dividend,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
volume + dividend,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
volume + dividend,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
volume + dividend,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
volume + dividend,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
volume + dividend,2012-2017,907,2000,-36.7K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
volume - dividend,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
volume - dividend,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
volume - dividend,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
volume - dividend,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
volume - dividend,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
volume - dividend,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
volume - dividend,2012-2017,907,2000,-36.7K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
volume * dividend,2012,88,1031,-367K,-0.57,-0.14,-4.37%,3.16%,71.99%,-1.20bpm
volume * dividend,2013,83,970,-909K,-1.49,-0.53,-9.09%,5.40%,71.45%,-2.52bpm
volume * dividend,2014,86,968,462K,0.55,0.14,4.62%,2.79%,71.73%,1.28bpm
volume * dividend,2015,87,974,47.5K,0.06,0.01,0.48%,2.51%,71.86%,0.13bpm
volume * dividend,2016,87,994,-197K,-0.25,-0.04,-1.97%,9.61%,71.63%,-0.55bpm
volume * dividend,2017,59,752,126K,2.33,1.10,15.15%,0.48%,68.10%,4.42bpm
volume * dividend,2012-2017,86,982,-838K,-0.23,-0.03,-1.70%,9.84%,71.66%,-0.47bpm
dividend/volume,2012,88,1030,-472K,-0.65,-0.18,-5.61%,4.91%,73.54%,-1.51bpm
dividend/volume,2013,83,970,-1.03M,-1.51,-0.57,-10.34%,6.51%,72.33%,-2.84bpm
dividend/volume,2014,86,968,1.07M,1.58,0.60,10.67%,1.85%,72.73%,2.91bpm
dividend/volume,2015,87,975,-1.30M,-1.72,-0.73,-12.99%,8.93%,73.14%,-3.53bpm
dividend/volume,2016,87,994,-365K,-0.42,-0.10,-3.65%,5.06%,71.47%,-1.01bpm
dividend/volume,2017,59,752,-92.8K,-1.80,-0.74,-11.14%,0.72%,66.75%,-3.31bpm
dividend/volume,2012-2017,86,982,-2.20M,-0.58,-0.14,-4.46%,13.78%,72.51%,-1.22bpm
volume/dividend,2012,3,4,-15.6K,-0.01,0.00,-0.19%,6.62%,142.92%,-0.03bpm
volume/dividend,2013,3,4,-745K,-0.56,-0.13,-7.45%,13.23%,138.10%,-1.07bpm
volume/dividend,2014,3,4,-1.20M,-0.79,-0.23,-12.04%,8.10%,141.27%,-1.69bpm
volume/dividend,2015,3,4,2.50M,1.12,0.48,25.03%,6.56%,136.51%,3.64bpm
volume/dividend,2016,3,4,-440K,-0.26,-0.05,-4.40%,12.40%,134.13%,-0.65bpm
volume/dividend,2017,1,1,102K,1.00,0.32,12.24%,1.51%,119.05%,2.04bpm
volume/dividend,2012-2017,3,4,201K,0.02,0.00,0.41%,18.44%,138.11%,0.06bpm
returns + adv20,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
returns + adv20,2013,915,2003,-18.8K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.30bpm
returns + adv20,2014,929,1984,72.3K,0.12,0.06,0.72%,2.99%,3.30%,4.35bpm
returns + adv20,2015,919,1975,21.2K,0.04,0.01,0.21%,2.11%,3.31%,1.27bpm
returns + adv20,2016,915,1988,467K,0.75,0.93,4.67%,1.74%,3.02%,30.69bpm
returns + adv20,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
returns + adv20,2012-2017,916,1992,995K,0.35,0.28,2.02%,4.58%,3.16%,12.71bpm
returns - adv20,2012,2013,896,-259K,-0.50,-0.48,-3.08%,3.46%,3.35%,-18.25bpm
returns - adv20,2013,2003,915,18.8K,0.04,0.01,0.19%,1.90%,2.87%,1.30bpm
returns - adv20,2014,1984,929,-72.3K,-0.12,-0.06,-0.72%,4.43%,3.30%,-4.35bpm
returns - adv20,2015,1975,919,-21.2K,-0.04,-0.01,-0.21%,2.55%,3.31%,-1.27bpm
returns - adv20,2016,1988,915,-467K,-0.75,-0.93,-4.67%,3.87%,3.02%,-30.69bpm
returns - adv20,2017,1980,931,-195K,-5.20,-15.07,-23.34%,0.75%,2.78%,-166.55bpm
returns - adv20,2012-2017,1992,916,-995K,-0.35,-0.28,-2.02%,6.28%,3.16%,-12.71bpm
returns * adv20,2012,1435,1473,1.38M,1.77,0.80,16.37%,3.13%,81.12%,4.00bpm
returns * adv20,2013,1351,1567,-1.32M,-1.49,-0.60,-13.24%,8.25%,81.23%,-3.23bpm
returns * adv20,2014,1407,1505,-595K,-0.44,-0.12,-5.95%,8.78%,82.45%,-1.43bpm
returns * adv20,2015,1434,1461,-2.29M,-2.13,-1.11,-22.90%,11.90%,83.55%,-5.44bpm
returns * adv20,2016,1398,1504,1.68M,1.02,0.47,16.84%,6.12%,81.32%,4.11bpm
returns * adv20,2017,1407,1505,249K,5.79,3.46,29.90%,0.40%,83.70%,7.09bpm
returns * adv20,2012-2017,1404,1503,-899K,-0.15,-0.02,-1.83%,26.67%,81.99%,-0.44bpm
adv20/returns,2012,1436,1420,9.33K,0.01,0.00,0.11%,5.38%,80.49%,0.03bpm
adv20/returns,2013,1392,1475,464K,0.67,0.16,4.64%,2.72%,79.53%,1.16bpm
adv20/returns,2014,1402,1465,368K,0.87,0.18,3.68%,1.59%,81.76%,0.89bpm
adv20/returns,2015,1432,1423,292K,0.62,0.12,2.92%,1.74%,80.21%,0.72bpm
adv20/returns,2016,1407,1447,383K,0.78,0.17,3.83%,1.47%,80.42%,0.94bpm
adv20/returns,2017,1444,1394,51.1K,1.88,0.53,6.13%,0.30%,78.65%,1.55bpm
adv20/returns,2012-2017,1414,1446,1.57M,0.54,0.11,3.18%,5.38%,80.45%,0.78bpm
returns/adv20,2012,1449,1459,-2.09M,-4.63,-2.50,-24.83%,11.24%,85.55%,-5.76bpm
returns/adv20,2013,1348,1571,160K,0.23,0.03,1.60%,2.60%,82.90%,0.38bpm
returns/adv20,2014,1426,1487,-551K,-0.84,-0.22,-5.51%,5.58%,82.10%,-1.33bpm
returns/adv20,2015,1440,1455,-504K,-0.77,-0.19,-5.04%,4.41%,85.32%,-1.17bpm
returns/adv20,2016,1390,1512,-503K,-0.81,-0.20,-5.03%,6.68%,84.05%,-1.19bpm
returns/adv20,2017,1511,1400,-18.9K,-0.39,-0.06,-2.27%,0.48%,89.03%,-0.51bpm
returns/adv20,2012-2017,1411,1497,-3.50M,-1.11,-0.32,-7.12%,22.73%,84.02%,-1.68bpm
returns + sharesout,2012,888,2021,187K,0.39,0.53,2.22%,2.08%,1.21%,36.43bpm
returns + sharesout,2013,892,2027,-651K,-1.23,-3.82,-6.51%,4.62%,0.67%,-192.19bpm
returns + sharesout,2014,910,2002,-320K,-0.43,-0.88,-3.20%,3.44%,0.75%,-84.22bpm
returns + sharesout,2015,919,1976,277K,0.45,0.77,2.77%,2.00%,0.96%,57.28bpm
returns + sharesout,2016,911,1992,-643K,-0.94,-2.92,-6.43%,5.68%,0.67%,-190.93bpm
returns + sharesout,2017,918,1993,176K,2.62,18.66,21.12%,0.46%,0.42%,1006.14bpm
returns + sharesout,2012-2017,905,2003,-973K,-0.31,-0.48,-1.98%,8.36%,0.83%,-47.03bpm
returns - sharesout,2012,2021,888,-187K,-0.39,-0.53,-2.22%,2.36%,1.21%,-36.43bpm
returns - sharesout,2013,2027,892,651K,1.23,3.82,6.51%,1.89%,0.67%,192.19bpm
returns - sharesout,2014,2002,910,320K,0.43,0.88,3.20%,4.24%,0.75%,84.20bpm
returns - sharesout,2015,1976,919,-278K,-0.45,-0.77,-2.78%,3.06%,0.96%,-57.30bpm
returns - sharesout,2016,1992,911,642K,0.94,2.92,6.42%,2.08%,0.67%,190.93bpm
returns - sharesout,2017,1993,918,-176K,-2.62,-18.66,-21.12%,1.32%,0.42%,-1006.18bpm
returns - sharesout,2012-2017,2003,905,973K,0.31,0.48,1.98%,4.24%,0.83%,47.02bpm
returns * sharesout,2012,1435,1473,77.1K,0.15,0.02,0.92%,3.25%,81.41%,0.22bpm
returns * sharesout,2013,1361,1558,-208K,-0.37,-0.06,-2.08%,2.96%,81.79%,-0.50bpm
returns * sharesout,2014,1402,1510,-502K,-0.70,-0.17,-5.02%,5.89%,82.01%,-1.21bpm
returns * sharesout,2015,1429,1466,-2.57M,-3.34,-1.86,-25.71%,12.97%,83.51%,-6.11bpm
returns * sharesout,2016,1407,1495,-1.21M,-1.19,-0.46,-12.06%,9.12%,80.93%,-2.96bpm
returns * sharesout,2017,1387,1524,211K,4.98,2.72,25.37%,0.32%,84.98%,5.92bpm
returns * sharesout,2012-2017,1405,1502,-4.20M,-1.13,-0.36,-8.52%,23.84%,82.00%,-2.06bpm
sharesout/returns,2012,1437,1418,-92.9K,-0.15,-0.02,-1.10%,5.02%,80.74%,-0.27bpm
sharesout/returns,2013,1391,1476,475K,0.78,0.19,4.75%,2.11%,79.64%,1.18bpm
sharesout/returns,2014,1398,1469,625K,1.53,0.42,6.25%,1.80%,81.76%,1.52bpm
sharesout/returns,2015,1428,1427,-34.3K,-0.08,0.00,-0.34%,2.16%,80.26%,-0.08bpm
sharesout/returns,2016,1417,1437,213K,0.48,0.08,2.13%,1.24%,80.40%,0.53bpm
sharesout/returns,2017,1409,1429,93.9K,4.02,1.52,11.26%,0.15%,78.43%,2.85bpm
sharesout/returns,2012-2017,1414,1446,1.28M,0.49,0.09,2.60%,5.02%,80.52%,0.64bpm
returns/sharesout,2012,1441,1468,-1.04M,-2.18,-0.84,-12.38%,5.88%,83.93%,-2.93bpm
returns/sharesout,2013,1356,1563,82.8K,0.13,0.01,0.83%,1.88%,82.27%,0.20bpm
returns/sharesout,2014,1423,1490,-1.23M,-1.43,-0.55,-12.27%,10.10%,82.02%,-2.97bpm
returns/sharesout,2015,1430,1465,-405K,-0.57,-0.13,-4.05%,2.80%,84.25%,-0.95bpm
returns/sharesout,2016,1397,1506,176K,0.27,0.04,1.76%,6.76%,83.08%,0.42bpm
returns/sharesout,2017,1491,1420,106K,1.95,0.74,12.67%,0.56%,86.95%,2.89bpm
returns/sharesout,2012-2017,1410,1498,-2.31M,-0.67,-0.16,-4.69%,19.36%,83.15%,-1.12bpm
returns + cap,2012,858,2050,309K,0.56,0.79,3.68%,3.26%,1.83%,39.90bpm
returns + cap,2013,852,2067,-1.38M,-2.24,-8.24,-13.76%,6.81%,1.01%,-269.31bpm
returns + cap,2014,857,2055,320K,0.36,0.60,3.20%,3.09%,1.11%,57.00bpm
returns + cap,2015,842,2053,750K,0.89,2.14,7.50%,2.95%,1.29%,115.58bpm
returns + cap,2016,844,2058,-919K,-0.91,-2.65,-9.19%,10.60%,1.09%,-167.28bpm
returns + cap,2017,854,2057,62.9K,0.87,2.55,7.55%,0.63%,0.88%,169.75bpm
returns + cap,2012-2017,850,2057,-853K,-0.21,-0.25,-1.73%,12.52%,1.24%,-27.68bpm
returns - cap,2012,2050,858,-309K,-0.56,-0.79,-3.68%,4.81%,1.83%,-39.90bpm
returns - cap,2013,2067,852,1.38M,2.24,8.24,13.76%,2.12%,1.01%,269.31bpm
returns - cap,2014,2055,857,-320K,-0.36,-0.60,-3.20%,6.06%,1.11%,-57.01bpm
returns - cap,2015,2053,842,-750K,-0.89,-2.14,-7.50%,6.37%,1.29%,-115.58bpm
returns - cap,2016,2058,844,919K,0.91,2.65,9.19%,4.66%,1.09%,167.28bpm
returns - cap,2017,2057,854,-62.9K,-0.87,-2.55,-7.55%,1.36%,0.88%,-169.75bpm
returns - cap,2012-2017,2057,850,853K,0.21,0.25,1.73%,12.73%,1.24%,27.68bpm
returns * cap,2012,1406,1502,-50.3K,-0.13,-0.01,-0.60%,2.43%,80.88%,-0.15bpm
returns * cap,2013,1332,1587,-842K,-1.96,-0.63,-8.42%,4.82%,81.25%,-2.06bpm
returns * cap,2014,1363,1550,-300K,-0.47,-0.09,-3.00%,4.43%,81.17%,-0.73bpm
returns * cap,2015,1399,1495,-2.04M,-3.31,-1.63,-20.42%,10.50%,84.30%,-4.81bpm
returns * cap,2016,1393,1509,-1.48M,-2.29,-0.98,-14.78%,8.30%,81.47%,-3.60bpm
returns * cap,2017,1373,1538,209K,5.87,3.21,25.09%,0.25%,83.86%,5.94bpm
returns * cap,2012-2017,1378,1530,-4.50M,-1.61,-0.54,-9.15%,25.24%,81.88%,-2.22bpm
cap/returns,2012,1437,1418,167K,0.36,0.06,1.99%,3.17%,78.91%,0.50bpm
cap/returns,2013,1385,1482,557K,1.07,0.29,5.57%,1.53%,77.93%,1.42bpm
cap/returns,2014,1386,1481,441K,1.20,0.28,4.41%,1.49%,79.43%,1.10bpm
cap/returns,2015,1422,1434,236K,0.55,0.10,2.36%,2.01%,77.47%,0.60bpm
cap/returns,2016,1405,1449,639K,1.35,0.39,6.39%,1.47%,78.43%,1.62bpm
cap/returns,2017,1411,1427,147K,4.53,2.18,17.61%,0.32%,75.81%,4.61bpm
cap/returns,2012-2017,1406,1454,2.19M,0.95,0.23,4.44%,3.17%,78.38%,1.12bpm
returns/cap,2012,1480,1428,962K,1.00,0.37,11.44%,4.86%,83.55%,2.72bpm
returns/cap,2013,1391,1527,813K,0.92,0.29,8.13%,2.60%,83.14%,1.94bpm
returns/cap,2014,1468,1444,-1.33M,-1.14,-0.46,-13.31%,11.73%,82.93%,-3.19bpm
returns/cap,2015,1480,1415,-135K,-0.11,-0.01,-1.35%,5.42%,83.67%,-0.32bpm
returns/cap,2016,1431,1471,656K,0.56,0.16,6.56%,9.93%,82.92%,1.57bpm
returns/cap,2017,1518,1394,244K,2.60,1.54,29.29%,1.00%,83.58%,6.95bpm
returns/cap,2012-2017,1450,1457,1.21M,0.22,0.04,2.46%,15.17%,83.24%,0.59bpm
returns + split,2012,1443,1466,-395K,-0.82,-0.20,-4.70%,4.64%,83.24%,-1.12bpm
returns + split,2013,1419,1500,-127K,-0.25,-0.03,-1.27%,2.56%,82.38%,-0.31bpm
returns + split,2014,1434,1478,-1.19M,-1.45,-0.55,-11.85%,9.87%,82.30%,-2.86bpm
returns + split,2015,1434,1460,-1.01M,-1.33,-0.47,-10.12%,5.79%,83.10%,-2.42bpm
returns + split,2016,1428,1474,50.3K,0.06,0.00,0.50%,6.24%,83.06%,0.12bpm
returns + split,2017,1430,1481,144K,3.05,1.39,17.29%,0.41%,82.83%,4.14bpm
returns + split,2012-2017,1431,1476,-2.53M,-0.72,-0.18,-5.13%,18.10%,82.80%,-1.23bpm
returns - split,2012,1450,1459,-226K,-0.46,-0.08,-2.68%,3.98%,83.25%,-0.64bpm
returns - split,2013,1428,1490,195K,0.37,0.06,1.95%,2.06%,82.38%,0.47bpm
returns - split,2014,1444,1468,-1.01M,-1.25,-0.44,-10.11%,8.63%,82.33%,-2.44bpm
returns - split,2015,1439,1456,-1.10M,-1.43,-0.52,-11.04%,6.36%,83.11%,-2.63bpm
returns - split,2016,1432,1470,5.11K,0.01,0.00,0.05%,6.36%,83.07%,0.01bpm
returns - split,2017,1442,1470,138K,2.99,1.34,16.59%,0.41%,82.90%,3.97bpm
returns - split,2012-2017,1438,1469,-2.00M,-0.57,-0.13,-4.07%,16.60%,82.82%,-0.97bpm
returns * split,2012,1446,1463,-326K,-0.67,-0.14,-3.87%,4.39%,83.31%,-0.92bpm
returns * split,2013,1424,1495,338,0.00,0.00,0,2.18%,82.54%,0
returns * split,2014,1439,1474,-1.19M,-1.42,-0.54,-11.90%,9.75%,82.57%,-2.86bpm
returns * split,2015,1436,1458,-1.05M,-1.37,-0.49,-10.51%,6.03%,83.22%,-2.51bpm
returns * split,2016,1430,1472,46.0K,0.06,0.00,0.46%,6.30%,83.09%,0.11bpm
returns * split,2017,1435,1477,141K,2.99,1.35,16.89%,0.41%,83.00%,4.04bpm
returns * split,2012-2017,1435,1473,-2.38M,-0.67,-0.16,-4.83%,17.56%,82.93%,-1.16bpm
split/returns,2012,1426,1431,18.8K,0.02,0.00,0.22%,5.85%,80.70%,0.05bpm
split/returns,2013,1424,1443,683K,1.14,0.33,6.83%,1.77%,79.79%,1.70bpm
split/returns,2014,1421,1446,398K,0.58,0.13,3.98%,3.33%,80.70%,0.98bpm
split/returns,2015,1426,1430,-444K,-0.74,-0.17,-4.44%,3.42%,79.89%,-1.10bpm
split/returns,2016,1434,1420,568K,1.17,0.31,5.68%,1.30%,80.56%,1.40bpm
split/returns,2017,1418,1420,116K,4.43,1.85,13.96%,0.19%,79.98%,3.46bpm
split/returns,2012-2017,1426,1434,1.34M,0.41,0.08,2.72%,5.85%,80.31%,0.67bpm
returns/split,2012,1446,1462,-331K,-0.68,-0.15,-3.93%,4.41%,83.31%,-0.94bpm
returns/split,2013,1423,1495,126K,0.24,0.03,1.26%,1.90%,82.52%,0.30bpm
returns/split,2014,1439,1474,-1.19M,-1.41,-0.54,-11.85%,9.69%,82.57%,-2.85bpm
