alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
inventory_turnover / depre_amort,2013,522.0,1526.0,1.60M,0.91,1.23,16.04%,4.24%,8.70%,36.60bpm
inventory_turnover / depre_amort,2014,518.0,1505.0,476K,0.37,0.28,4.76%,9.03%,8.16%,11.57bpm
inventory_turnover / depre_amort,2015,535.0,1520.0,175K,0.12,0.06,1.75%,6.60%,6.81%,5.11bpm
inventory_turnover / depre_amort,2016,535.0,1524.0,-1.37M,-0.8,-1.05,-13.73%,14.87%,8.02%,-33.97bpm
inventory_turnover / depre_amort,2017,543.0,1573.0,-530K,-2.81,-8.99,-43.12%,3.53%,4.22%,-202.87bpm
inventory_turnover / depre_amort,2012-2017,529.0,1520.0,-3.97M,-0.49,-0.49,-8.06%,24.04%,8.22%,-19.45bpm
depre_amort / inventory_turnover,2012,514.0,1139.0,-531K,-1.21,-1.26,-6.62%,3.00%,6.18%,-21.27bpm
depre_amort / inventory_turnover,2013,506.0,1112.0,-459K,-0.77,-0.67,-4.59%,6.01%,6.03%,-15.10bpm
depre_amort / inventory_turnover,2014,494.0,1072.0,116K,0.17,0.07,1.16%,2.43%,6.18%,3.72bpm
depre_amort / inventory_turnover,2015,496.0,1057.0,739K,1.12,1.28,7.39%,2.03%,5.66%,25.93bpm
depre_amort / inventory_turnover,2016,500.0,1060.0,-585K,-0.85,-0.91,-5.85%,5.01%,5.14%,-22.57bpm
depre_amort / inventory_turnover,2017,509.0,1073.0,104K,1.59,2.24,8.44%,0.77%,4.28%,39.13bpm
depre_amort / inventory_turnover,2012-2017,502.0,1086.0,-615K,-0.2,-0.09,-1.25%,8.37%,5.78%,-4.28bpm
invested_capital / depre_amort,2012,836.0,1415.0,-477K,-0.71,-0.62,-5.95%,6.10%,7.86%,-15.01bpm
invested_capital / depre_amort,2013,832.0,1405.0,563K,0.45,0.44,5.63%,6.93%,5.78%,19.29bpm
invested_capital / depre_amort,2014,845.0,1373.0,-228K,-0.22,-0.14,-2.28%,8.29%,5.52%,-8.20bpm
invested_capital / depre_amort,2015,818.0,1395.0,207K,0.16,0.09,2.07%,6.77%,5.83%,7.04bpm
invested_capital / depre_amort,2016,825.0,1392.0,-209K,-0.18,-0.12,-2.09%,6.35%,5.12%,-8.10bpm
invested_capital / depre_amort,2017,825.0,1426.0,-241K,-0.86,-1.96,-19.63%,4.39%,3.74%,-104.14bpm
invested_capital / depre_amort,2012-2017,831.0,1396.0,-386K,-0.07,-0.02,-0.78%,9.95%,5.89%,-2.64bpm
depre_amort / invested_capital,2012,921.0,1369.0,-385K,-0.93,-0.91,-4.81%,3.61%,5.08%,-18.79bpm
depre_amort / invested_capital,2013,948.0,1333.0,1.34M,2.25,3.89,13.37%,0.98%,4.49%,59.10bpm
depre_amort / invested_capital,2014,915.0,1346.0,354K,0.45,0.36,3.54%,3.64%,5.63%,12.47bpm
depre_amort / invested_capital,2015,913.0,1344.0,70.0K,0.1,0.04,0.70%,4.98%,5.67%,2.45bpm
depre_amort / invested_capital,2016,913.0,1349.0,-881K,-1.14,-1.61,-8.81%,8.00%,4.40%,-39.70bpm
depre_amort / invested_capital,2017,952.0,1343.0,228K,1.68,4.58,18.53%,1.56%,2.50%,147.28bpm
depre_amort / invested_capital,2012-2017,923.0,1347.0,722K,0.21,0.11,1.47%,8.42%,4.99%,5.83bpm
liabilities / depre_amort,2012,865.0,1404.0,-493,0.0,0.0,-0.01%,3.89%,8.66%,-0.01bpm
liabilities / depre_amort,2013,852.0,1400.0,-120K,-0.15,-0.07,-1.20%,5.12%,6.79%,-3.52bpm
liabilities / depre_amort,2014,836.0,1396.0,556K,0.7,0.65,5.56%,5.20%,6.26%,17.61bpm
liabilities / depre_amort,2015,819.0,1408.0,143K,0.2,0.09,1.43%,3.15%,7.95%,3.57bpm
liabilities / depre_amort,2016,829.0,1399.0,-205K,-0.25,-0.14,-2.05%,2.74%,6.64%,-6.12bpm
liabilities / depre_amort,2017,832.0,1427.0,-8.16K,-0.09,-0.03,-0.66%,1.12%,5.18%,-2.54bpm
liabilities / depre_amort,2012-2017,839.0,1402.0,365K,0.09,0.03,0.74%,5.40%,7.15%,2.06bpm
depre_amort / liabilities,2012,882.0,1425.0,239K,0.75,0.6,2.98%,1.72%,4.63%,12.77bpm
depre_amort / liabilities,2013,880.0,1415.0,-2.21K,0.0,0.0,-0.02%,1.98%,3.90%,-0.11bpm
depre_amort / liabilities,2014,873.0,1400.0,331K,0.89,0.82,3.31%,1.29%,3.90%,16.82bpm
depre_amort / liabilities,2015,868.0,1401.0,240K,0.61,0.49,2.40%,1.36%,3.75%,12.69bpm
depre_amort / liabilities,2016,882.0,1390.0,-326K,-0.71,-0.69,-3.26%,3.41%,3.45%,-18.77bpm
depre_amort / liabilities,2017,905.0,1397.0,-24.3K,-0.55,-0.56,-1.98%,0.62%,1.93%,-20.35bpm
depre_amort / liabilities,2012-2017,878.0,1405.0,457K,0.22,0.11,0.93%,3.41%,3.85%,4.78bpm
liabilities_curr / depre_amort,2012,717.0,1258.0,-1.92M,-3.0,-5.5,-23.91%,10.24%,7.11%,-66.77bpm
liabilities_curr / depre_amort,2013,706.0,1268.0,-1.18M,-0.91,-1.31,-11.77%,11.86%,5.74%,-40.65bpm
liabilities_curr / depre_amort,2014,708.0,1261.0,150K,0.07,0.03,1.50%,14.92%,6.48%,4.59bpm
liabilities_curr / depre_amort,2015,697.0,1249.0,-433K,-0.32,-0.22,-4.33%,6.22%,8.80%,-9.76bpm
liabilities_curr / depre_amort,2016,695.0,1234.0,-1.29M,-1.09,-1.77,-12.93%,6.52%,4.85%,-52.88bpm
liabilities_curr / depre_amort,2017,700.0,1268.0,-453K,-1.87,-7.43,-36.86%,5.23%,2.33%,-314.01bpm
liabilities_curr / depre_amort,2012-2017,704.0,1254.0,-5.12M,-0.72,-0.91,-10.40%,26.28%,6.47%,-31.90bpm
depre_amort / liabilities_curr,2012,810.0,1173.0,1.22M,2.89,5.16,15.16%,1.13%,4.74%,63.44bpm
depre_amort / liabilities_curr,2013,817.0,1165.0,431K,1.33,1.44,4.31%,1.37%,3.68%,23.22bpm
depre_amort / liabilities_curr,2014,805.0,1169.0,191K,0.59,0.42,1.91%,1.45%,3.72%,10.17bpm
depre_amort / liabilities_curr,2015,784.0,1165.0,37.6K,0.08,0.03,0.38%,2.54%,3.91%,1.91bpm
depre_amort / liabilities_curr,2016,779.0,1151.0,-567K,-1.07,-1.38,-5.67%,4.36%,3.44%,-32.77bpm
depre_amort / liabilities_curr,2017,809.0,1162.0,-202K,-3.65,-10.18,-16.43%,0.86%,2.11%,-154.37bpm
depre_amort / liabilities_curr,2012-2017,799.0,1164.0,1.10M,0.51,0.39,2.24%,5.92%,3.82%,11.66bpm
operating_expense / depre_amort,2012,807.0,1473.0,-1.61M,-2.53,-4.28,-20.12%,10.69%,7.03%,-56.77bpm
operating_expense / depre_amort,2013,795.0,1468.0,-519K,-0.54,-0.49,-5.19%,7.88%,6.19%,-16.66bpm
operating_expense / depre_amort,2014,797.0,1447.0,286K,0.19,0.13,2.86%,11.59%,6.40%,8.88bpm
operating_expense / depre_amort,2015,800.0,1438.0,-226K,-0.16,-0.09,-2.26%,6.16%,7.12%,-6.30bpm
operating_expense / depre_amort,2016,826.0,1414.0,-890K,-0.66,-0.88,-8.90%,6.78%,5.02%,-35.16bpm
operating_expense / depre_amort,2017,825.0,1442.0,-273K,-1.08,-2.78,-22.16%,4.80%,3.36%,-130.90bpm
operating_expense / depre_amort,2012-2017,806.0,1447.0,-3.23M,-0.52,-0.53,-6.57%,17.59%,6.25%,-20.86bpm
depre_amort / operating_expense,2012,947.0,1370.0,105K,0.27,0.15,1.30%,2.24%,4.42%,5.85bpm
depre_amort / operating_expense,2013,942.0,1363.0,303K,0.66,0.62,3.03%,2.74%,3.48%,17.28bpm
depre_amort / operating_expense,2014,918.0,1366.0,424K,0.91,0.98,4.24%,2.70%,3.64%,23.10bpm
depre_amort / operating_expense,2015,909.0,1371.0,-101K,-0.17,-0.08,-1.01%,5.51%,4.46%,-4.49bpm
depre_amort / operating_expense,2016,924.0,1360.0,-1.46M,-2.4,-4.71,-14.60%,8.19%,3.80%,-76.30bpm
depre_amort / operating_expense,2017,932.0,1378.0,-170K,-3.1,-8.19,-13.84%,0.94%,1.98%,-138.80bpm
depre_amort / operating_expense,2012-2017,927.0,1366.0,-900K,-0.35,-0.24,-1.83%,12.93%,3.89%,-9.31bpm
operating_income / depre_amort,2012,1078.0,1204.0,764K,0.74,0.79,9.54%,5.09%,8.29%,22.82bpm
operating_income / depre_amort,2013,1102.0,1162.0,1.61M,1.04,1.5,16.12%,6.96%,7.79%,41.04bpm
operating_income / depre_amort,2014,1101.0,1146.0,535K,0.3,0.25,5.35%,9.54%,7.53%,14.09bpm
operating_income / depre_amort,2015,1086.0,1153.0,760K,0.4,0.38,7.60%,10.94%,8.46%,17.81bpm
operating_income / depre_amort,2016,1074.0,1167.0,1.47M,0.78,1.22,14.74%,7.64%,6.09%,48.02bpm
operating_income / depre_amort,2017,1086.0,1180.0,233K,0.75,1.69,18.92%,3.43%,3.69%,101.86bpm
operating_income / depre_amort,2012-2017,1089.0,1165.0,5.38M,0.63,0.76,10.92%,14.96%,7.51%,28.86bpm
depre_amort / operating_income,2012,1022.0,1297.0,2.61M,3.29,7.04,32.62%,2.07%,7.14%,90.59bpm
depre_amort / operating_income,2013,1033.0,1273.0,-288K,-0.4,-0.27,-2.88%,4.30%,6.31%,-9.06bpm
depre_amort / operating_income,2014,1026.0,1260.0,-7.88K,-0.01,0.0,-0.08%,5.52%,6.48%,-0.24bpm
depre_amort / operating_income,2015,995.0,1286.0,-273K,-0.17,-0.11,-2.73%,8.40%,6.22%,-8.70bpm
depre_amort / operating_income,2016,1020.0,1264.0,-106K,-0.06,-0.03,-1.06%,9.69%,7.03%,-3.01bpm
depre_amort / operating_income,2017,945.0,1363.0,-659K,-4.71,-19.07,-53.59%,3.27%,3.27%,-324.73bpm
depre_amort / operating_income,2012-2017,1017.0,1277.0,1.28M,0.2,0.13,2.60%,13.69%,6.53%,7.89bpm
ppent / depre_amort,2012,954.0,1276.0,-737K,-0.82,-1.11,-9.19%,7.13%,4.99%,-36.52bpm
ppent / depre_amort,2013,943.0,1269.0,333K,0.11,0.1,3.33%,12.47%,4.47%,14.77bpm
ppent / depre_amort,2014,929.0,1267.0,400K,0.17,0.17,4.00%,10.49%,3.93%,20.23bpm
ppent / depre_amort,2015,916.0,1275.0,1.19M,0.8,0.93,11.90%,4.48%,8.82%,26.77bpm
ppent / depre_amort,2016,921.0,1268.0,-507K,-0.42,-0.45,-5.07%,8.34%,4.55%,-22.13bpm
ppent / depre_amort,2017,944.0,1281.0,267K,2.19,6.8,21.74%,1.13%,2.25%,192.13bpm
ppent / depre_amort,2012-2017,932.0,1271.0,948K,0.1,0.06,1.92%,16.12%,5.29%,7.22bpm
depre_amort / ppent,2012,820.0,1410.0,-936K,-1.42,-2.11,-11.68%,5.50%,5.29%,-43.77bpm
depre_amort / ppent,2013,806.0,1405.0,-388K,-0.44,-0.4,-3.88%,6.00%,4.79%,-16.07bpm
depre_amort / ppent,2014,789.0,1404.0,-1.25M,-1.24,-1.92,-12.52%,8.07%,5.24%,-47.39bpm
depre_amort / ppent,2015,768.0,1418.0,-3.30M,-2.83,-7.86,-33.04%,17.92%,4.27%,-153.51bpm
depre_amort / ppent,2016,769.0,1416.0,-978K,-0.72,-1.1,-9.78%,12.03%,4.21%,-46.11bpm
depre_amort / ppent,2017,782.0,1439.0,-25.6K,-0.32,-0.33,-2.08%,0.75%,1.91%,-21.61bpm
depre_amort / ppent,2012-2017,789.0,1412.0,-6.88M,-1.31,-2.27,-13.98%,38.71%,4.67%,-59.41bpm
pretax_income / depre_amort,2012,1106.0,1183.0,2.00M,1.68,2.83,24.94%,5.35%,8.73%,56.68bpm
pretax_income / depre_amort,2013,1123.0,1148.0,1.92M,1.26,1.98,19.16%,7.18%,7.84%,48.49bpm
pretax_income / depre_amort,2014,1104.0,1151.0,135K,0.07,0.03,1.35%,9.70%,7.85%,3.41bpm
pretax_income / depre_amort,2015,1119.0,1127.0,-708K,-0.4,-0.35,-7.08%,12.42%,9.31%,-15.09bpm
pretax_income / depre_amort,2016,1106.0,1142.0,702K,0.4,0.44,7.02%,11.10%,5.65%,24.66bpm
pretax_income / depre_amort,2017,1117.0,1156.0,328K,1.09,2.93,26.68%,3.14%,3.67%,144.41bpm
pretax_income / depre_amort,2012-2017,1112.0,1149.0,4.37M,0.51,0.55,8.88%,17.27%,7.74%,22.77bpm
depre_amort / pretax_income,2012,1112.0,1215.0,-308K,-0.43,-0.31,-3.84%,6.40%,7.45%,-10.23bpm
depre_amort / pretax_income,2013,1130.0,1185.0,423K,0.54,0.45,4.23%,4.60%,6.19%,13.57bpm
depre_amort / pretax_income,2014,1079.0,1216.0,130K,0.19,0.09,1.30%,2.80%,5.78%,4.45bpm
depre_amort / pretax_income,2015,1068.0,1221.0,1.14M,1.67,2.29,11.39%,1.87%,6.04%,37.39bpm
depre_amort / pretax_income,2016,1070.0,1223.0,-508K,-0.57,-0.52,-5.08%,5.69%,6.03%,-16.69bpm
depre_amort / pretax_income,2017,1168.0,1148.0,-206K,-3.25,-6.69,-16.73%,1.27%,3.93%,-84.38bpm
depre_amort / pretax_income,2012-2017,1093.0,1210.0,670K,0.17,0.08,1.36%,7.45%,6.19%,4.36bpm
rd_expense / depre_amort,2012,1014.0,892.0,-1.08M,-0.89,-0.82,-13.49%,7.46%,15.80%,-16.94bpm
rd_expense / depre_amort,2013,1006.0,895.0,2.20M,1.99,2.97,21.95%,2.04%,9.85%,44.21bpm
rd_expense / depre_amort,2014,1019.0,856.0,1.46M,0.95,1.08,14.60%,4.23%,11.37%,25.48bpm
rd_expense / depre_amort,2015,993.0,848.0,-3.15M,-1.56,-2.51,-31.47%,17.36%,12.22%,-51.09bpm
rd_expense / depre_amort,2016,923.0,923.0,1.34M,0.71,0.8,13.45%,6.52%,10.57%,25.24bpm
rd_expense / depre_amort,2017,911.0,957.0,-113K,-0.76,-0.97,-9.17%,1.56%,5.65%,-32.19bpm
rd_expense / depre_amort,2012-2017,988.0,884.0,659K,0.08,0.03,1.34%,18.73%,11.65%,2.28bpm
depre_amort / rd_expense,2012,704.0,696.0,-738K,-1.89,-2.18,-9.21%,4.10%,6.96%,-26.25bpm
depre_amort / rd_expense,2013,701.0,691.0,-146K,-0.33,-0.16,-1.46%,2.90%,6.17%,-4.68bpm
depre_amort / rd_expense,2014,686.0,661.0,54.9K,0.1,0.03,0.55%,2.48%,6.41%,1.70bpm
depre_amort / rd_expense,2015,650.0,662.0,145K,0.28,0.13,1.45%,2.27%,6.70%,4.30bpm
depre_amort / rd_expense,2016,662.0,654.0,-144K,-0.28,-0.14,-1.44%,2.95%,6.29%,-4.53bpm
depre_amort / rd_expense,2017,678.0,686.0,-65.5K,-1.43,-1.88,-5.33%,0.83%,3.06%,-34.51bpm
depre_amort / rd_expense,2012-2017,680.0,672.0,-893K,-0.36,-0.19,-1.81%,6.39%,6.40%,-5.62bpm
receivable / depre_amort,2012,784.0,1428.0,775K,1.95,1.87,9.66%,1.18%,10.43%,18.38bpm
receivable / depre_amort,2013,758.0,1433.0,784K,1.45,1.34,7.84%,1.59%,9.11%,17.06bpm
receivable / depre_amort,2014,760.0,1412.0,939K,1.32,1.37,9.39%,2.95%,8.69%,21.45bpm
receivable / depre_amort,2015,750.0,1417.0,969K,1.47,1.46,9.69%,2.15%,9.93%,19.36bpm
receivable / depre_amort,2016,763.0,1403.0,449K,0.63,0.42,4.49%,4.65%,10.23%,8.70bpm
receivable / depre_amort,2017,763.0,1433.0,23.3K,0.43,0.21,1.89%,0.48%,7.82%,4.80bpm
receivable / depre_amort,2012-2017,762.0,1419.0,3.94M,1.27,1.16,8.00%,4.65%,9.60%,16.52bpm
depre_amort / receivable,2012,811.0,1402.0,-789K,-1.05,-1.24,-9.85%,5.79%,7.10%,-27.50bpm
depre_amort / receivable,2013,818.0,1372.0,161K,0.15,0.08,1.61%,4.94%,5.90%,5.41bpm
depre_amort / receivable,2014,801.0,1367.0,969K,1.09,1.4,9.69%,2.92%,5.93%,32.41bpm
depre_amort / receivable,2015,776.0,1377.0,1.05M,0.96,1.23,10.48%,3.89%,6.33%,32.84bpm
depre_amort / receivable,2016,774.0,1380.0,-1.90M,-1.74,-3.4,-19.02%,10.60%,4.99%,-75.62bpm
depre_amort / receivable,2017,787.0,1398.0,-676K,-7.54,-34.79,-54.96%,3.33%,2.58%,-422.07bpm
depre_amort / receivable,2012-2017,795.0,1379.0,-1.19M,-0.23,-0.15,-2.42%,13.76%,5.92%,-8.10bpm
retained_earnings / depre_amort,2012,1164.0,957.0,2.41M,1.95,3.48,30.04%,3.98%,9.46%,63.00bpm
retained_earnings / depre_amort,2013,1180.0,931.0,385K,0.22,0.16,3.85%,14.57%,7.72%,9.89bpm
retained_earnings / depre_amort,2014,1167.0,928.0,860K,0.41,0.45,8.60%,10.38%,7.30%,23.37bpm
retained_earnings / depre_amort,2015,1177.0,923.0,2.56M,1.45,2.5,25.62%,7.03%,8.67%,58.66bpm
retained_earnings / depre_amort,2016,1165.0,941.0,2.49M,1.64,3.4,24.94%,3.66%,5.79%,85.52bpm
retained_earnings / depre_amort,2017,1180.0,979.0,371K,1.45,4.22,30.18%,1.94%,3.55%,168.60bpm
retained_earnings / depre_amort,2012-2017,1171.0,936.0,9.08M,1.05,1.63,18.44%,14.57%,7.61%,48.05bpm
depre_amort / retained_earnings,2012,1000.0,1160.0,72.8K,0.12,0.04,0.91%,2.75%,7.28%,2.47bpm
depre_amort / retained_earnings,2013,1000.0,1154.0,-519K,-0.53,-0.46,-5.19%,5.76%,6.91%,-14.91bpm
depre_amort / retained_earnings,2014,1027.0,1106.0,-2.72M,-1.32,-2.61,-27.24%,20.93%,7.00%,-77.21bpm
depre_amort / retained_earnings,2015,1068.0,1073.0,-153K,-0.16,-0.07,-1.53%,9.35%,7.89%,-3.84bpm
depre_amort / retained_earnings,2016,1071.0,1079.0,-1.18M,-1.1,-1.47,-11.81%,8.48%,6.60%,-35.48bpm
depre_amort / retained_earnings,2017,1083.0,1119.0,-4.40K,-0.09,-0.04,-0.36%,0.54%,1.77%,-4.01bpm
depre_amort / retained_earnings,2012-2017,1036.0,1113.0,-4.51M,-0.73,-0.83,-9.16%,27.01%,7.00%,-25.96bpm
return_assets / depre_amort,2012,929.0,1342.0,4.04M,2.04,4.43,50.43%,12.50%,10.75%,93.09bpm
return_assets / depre_amort,2013,977.0,1275.0,2.51M,0.99,1.49,25.11%,15.65%,11.11%,44.85bpm
return_assets / depre_amort,2014,1061.0,1175.0,766K,0.21,0.18,7.66%,15.33%,10.74%,14.14bpm
return_assets / depre_amort,2015,1046.0,1183.0,-1.30M,-0.55,-0.6,-12.97%,17.93%,10.93%,-23.53bpm
return_assets / depre_amort,2016,1010.0,1221.0,-331K,-0.17,-0.12,-3.31%,15.12%,7.06%,-9.31bpm
return_assets / depre_amort,2017,1047.0,1216.0,746K,1.98,7.44,60.65%,2.59%,4.28%,281.28bpm
return_assets / depre_amort,2012-2017,1009.0,1235.0,6.44M,0.49,0.56,13.07%,29.69%,9.95%,26.07bpm
depre_amort / return_assets,2012,881.0,1429.0,166K,0.28,0.15,2.07%,2.55%,6.65%,6.18bpm
depre_amort / return_assets,2013,848.0,1448.0,-402K,-0.6,-0.51,-4.02%,3.78%,5.53%,-14.41bpm
depre_amort / return_assets,2014,850.0,1428.0,-333K,-0.52,-0.4,-3.33%,2.48%,5.66%,-11.66bpm
depre_amort / return_assets,2015,855.0,1417.0,585K,0.82,0.74,5.85%,2.04%,7.06%,16.44bpm
depre_amort / return_assets,2016,928.0,1348.0,-50.5K,-0.06,-0.02,-0.50%,5.05%,5.22%,-1.92bpm
depre_amort / return_assets,2017,826.0,1479.0,351K,4.67,17.13,28.53%,0.46%,2.12%,266.83bpm
depre_amort / return_assets,2012-2017,871.0,1415.0,317K,0.09,0.03,0.64%,7.78%,5.90%,2.17bpm
return_equity / depre_amort,2012,981.0,1279.0,1.75M,0.66,0.97,21.82%,9.31%,10.28%,42.10bpm
return_equity / depre_amort,2013,1005.0,1237.0,332K,0.14,0.08,3.32%,7.12%,10.68%,6.17bpm
return_equity / depre_amort,2014,1051.0,1172.0,519K,0.18,0.12,5.19%,13.09%,10.31%,9.98bpm
return_equity / depre_amort,2015,1059.0,1160.0,3.76M,1.64,2.95,37.65%,6.22%,11.68%,63.97bpm
return_equity / depre_amort,2016,1060.0,1161.0,-1.93M,-0.91,-1.36,-19.27%,20.33%,8.68%,-44.07bpm
return_equity / depre_amort,2017,1115.0,1138.0,888K,3.09,14.04,72.19%,2.10%,3.49%,409.82bpm
return_equity / depre_amort,2012-2017,1035.0,1197.0,5.33M,0.41,0.43,10.81%,20.33%,10.16%,21.13bpm
depre_amort / return_equity,2012,876.0,1422.0,-152K,-0.24,-0.13,-1.90%,4.21%,6.26%,-6.01bpm
depre_amort / return_equity,2013,853.0,1432.0,-1.02M,-1.71,-2.46,-10.21%,5.65%,4.95%,-40.88bpm
depre_amort / return_equity,2014,847.0,1418.0,-18.1K,-0.03,0.0,-0.18%,2.89%,5.04%,-0.71bpm
depre_amort / return_equity,2015,873.0,1388.0,450K,0.62,0.53,4.50%,1.84%,6.34%,14.07bpm
depre_amort / return_equity,2016,943.0,1322.0,-451K,-0.5,-0.48,-4.51%,6.33%,4.90%,-18.26bpm
depre_amort / return_equity,2017,857.0,1439.0,403K,5.21,19.48,32.79%,0.47%,2.34%,277.75bpm
depre_amort / return_equity,2012-2017,878.0,1397.0,-789K,-0.21,-0.12,-1.60%,12.24%,5.39%,-5.90bpm
revenue / depre_amort,2012,788.0,1364.0,-1.23M,-2.42,-3.78,-15.40%,7.15%,6.30%,-48.54bpm
revenue / depre_amort,2013,767.0,1383.0,647K,1.15,1.36,6.47%,1.79%,4.65%,27.61bpm
revenue / depre_amort,2014,785.0,1361.0,527K,0.53,0.58,5.27%,2.49%,4.37%,23.95bpm
revenue / depre_amort,2015,774.0,1354.0,742K,1.24,1.61,7.42%,2.02%,4.38%,33.61bpm
revenue / depre_amort,2016,782.0,1332.0,446K,0.75,0.78,4.46%,1.36%,4.10%,21.58bpm
revenue / depre_amort,2017,784.0,1358.0,-31.4K,-0.59,-0.57,-2.55%,1.10%,2.81%,-18.01bpm
revenue / depre_amort,2012-2017,779.0,1359.0,1.10M,0.32,0.22,2.23%,7.15%,4.65%,9.50bpm
depre_amort / revenue,2012,892.0,1277.0,2.84M,2.34,5.12,35.37%,2.98%,7.38%,95.07bpm
depre_amort / revenue,2013,894.0,1269.0,-1.99M,-0.74,-1.18,-19.86%,15.40%,7.88%,-50.02bpm
depre_amort / revenue,2014,870.0,1282.0,-869K,-0.59,-0.66,-8.69%,13.18%,6.97%,-24.71bpm
depre_amort / revenue,2015,834.0,1291.0,-978K,-0.67,-0.77,-9.78%,7.32%,7.51%,-25.84bpm
depre_amort / revenue,2016,837.0,1280.0,-3.31M,-1.74,-3.61,-33.13%,16.41%,7.75%,-84.85bpm
depre_amort / revenue,2017,856.0,1287.0,-507K,-3.01,-15.24,-41.23%,4.37%,1.60%,-510.22bpm
depre_amort / revenue,2012-2017,864.0,1280.0,-4.82M,-0.52,-0.6,-9.78%,43.57%,7.36%,-26.39bpm
sales / depre_amort,2012,844.0,1445.0,-1.19M,-2.4,-3.65,-14.84%,6.92%,6.39%,-46.06bpm
sales / depre_amort,2013,818.0,1452.0,635K,1.16,1.33,6.35%,1.75%,4.79%,26.32bpm
sales / depre_amort,2014,828.0,1427.0,578K,0.59,0.67,5.78%,2.29%,4.49%,25.57bpm
sales / depre_amort,2015,821.0,1426.0,769K,1.32,1.73,7.69%,1.94%,4.48%,34.06bpm
sales / depre_amort,2016,836.0,1411.0,397K,0.69,0.66,3.97%,1.35%,4.26%,18.48bpm
sales / depre_amort,2017,837.0,1435.0,-24.9K,-0.49,-0.4,-2.03%,1.03%,3.03%,-13.27bpm
sales / depre_amort,2012-2017,829.0,1432.0,1.16M,0.35,0.25,2.37%,6.92%,4.77%,9.83bpm
depre_amort / sales,2012,943.0,1363.0,2.81M,2.35,5.1,35.12%,2.95%,7.48%,93.17bpm
depre_amort / sales,2013,935.0,1348.0,-1.94M,-0.73,-1.15,-19.42%,15.26%,7.90%,-48.79bpm
depre_amort / sales,2014,908.0,1352.0,-874K,-0.6,-0.68,-8.74%,13.02%,7.00%,-24.76bpm
depre_amort / sales,2015,879.0,1363.0,-972K,-0.67,-0.76,-9.72%,7.23%,7.53%,-25.60bpm
depre_amort / sales,2016,889.0,1361.0,-3.30M,-1.75,-3.61,-32.98%,16.34%,7.77%,-84.19bpm
depre_amort / sales,2017,911.0,1363.0,-505K,-3.01,-15.08,-41.03%,4.35%,1.64%,-497.75bpm
depre_amort / sales,2012-2017,909.0,1358.0,-4.78M,-0.52,-0.6,-9.70%,43.32%,7.39%,-26.03bpm
sales_growth / depre_amort,2012,1111.0,1163.0,-5.02M,-1.92,-4.38,-62.66%,27.13%,12.04%,-103.31bpm
sales_growth / depre_amort,2013,1130.0,1115.0,-1.11M,-0.37,-0.37,-11.14%,14.42%,11.12%,-19.88bpm
sales_growth / depre_amort,2014,1049.0,1183.0,5.25M,1.53,3.26,52.50%,7.57%,11.58%,89.96bpm
sales_growth / depre_amort,2015,1172.0,1055.0,-564K,-0.21,-0.14,-5.64%,17.08%,12.81%,-8.73bpm
sales_growth / depre_amort,2016,1099.0,1136.0,3.04M,0.92,1.35,30.40%,12.03%,14.19%,42.52bpm
sales_growth / depre_amort,2017,1144.0,1113.0,1.05M,2.34,16.81,85.44%,5.21%,1.66%,1024.29bpm
sales_growth / depre_amort,2012-2017,1113.0,1129.0,2.64M,0.17,0.11,5.36%,36.07%,12.09%,8.80bpm
depre_amort / sales_growth,2012,1099.0,1175.0,660K,1.01,0.85,8.24%,3.24%,11.66%,14.02bpm
depre_amort / sales_growth,2013,1062.0,1177.0,-138K,-0.09,-0.03,-1.38%,11.54%,10.78%,-2.55bpm
depre_amort / sales_growth,2014,1034.0,1182.0,-486K,-0.68,-0.47,-4.86%,4.75%,9.96%,-9.69bpm
depre_amort / sales_growth,2015,1071.0,1133.0,-155K,-0.26,-0.1,-1.55%,5.11%,11.46%,-2.69bpm
depre_amort / sales_growth,2016,1067.0,1147.0,-25.5K,-0.02,0.0,-0.26%,8.50%,12.92%,-0.39bpm
depre_amort / sales_growth,2017,1117.0,1101.0,-340K,-5.53,-12.62,-27.64%,1.71%,5.31%,-103.37bpm
depre_amort / sales_growth,2012-2017,1067.0,1161.0,-485K,-0.09,-0.03,-0.99%,18.63%,11.19%,-1.75bpm
sales_ps / depre_amort,2012,719.0,1570.0,-563K,-0.97,-0.99,-7.02%,6.15%,6.80%,-20.48bpm
sales_ps / depre_amort,2013,703.0,1568.0,1.28M,1.75,2.73,12.85%,2.12%,5.30%,48.08bpm
sales_ps / depre_amort,2014,707.0,1548.0,1.08M,0.72,1.06,10.79%,3.75%,4.97%,43.13bpm
sales_ps / depre_amort,2015,700.0,1548.0,419K,0.54,0.51,4.19%,2.33%,4.67%,17.80bpm
sales_ps / depre_amort,2016,692.0,1555.0,985K,1.26,1.87,9.85%,1.64%,4.47%,43.69bpm
sales_ps / depre_amort,2017,671.0,1601.0,-342K,-5.49,-17.05,-27.81%,1.70%,2.88%,-191.66bpm
sales_ps / depre_amort,2012-2017,703.0,1558.0,2.86M,0.61,0.65,5.81%,6.68%,5.12%,22.53bpm
depre_amort / sales_ps,2012,682.0,1624.0,1.72M,2.48,4.81,21.46%,1.49%,5.69%,74.77bpm
